num_date_time,answer
1_20220825 00,2120.285014103839
1_20220825 01,2076.2924300661903
1_20220825 02,1892.656382470904
1_20220825 03,1830.9941090639836
1_20220825 04,1829.9954540077167
1_20220825 05,2014.1142125674048
1_20220825 06,2291.96486700946
1_20220825 07,2605.0453076355075
1_20220825 08,3012.3627724119165
1_20220825 09,3379.826414041134
1_20220825 10,3939.8576519076896
1_20220825 11,4207.850603479348
1_20220825 12,4279.764241532588
1_20220825 13,4245.6526583722525
1_20220825 14,4215.499106250085
1_20220825 15,3884.0549235237213
1_20220825 16,3850.1672424059325
1_20220825 17,3542.167126626919
1_20220825 18,2819.3836907626915
1_20220825 19,2613.009986766029
1_20220825 20,2511.043637700533
1_20220825 21,2167.8615519729656
1_20220825 22,1759.1715767573605
1_20220825 23,2253.3170873522945
1_20220826 00,2277.732782036898
1_20220826 01,2203.57144761371
1_20220826 02,2054.673032565968
1_20220826 03,1955.85654533045
1_20220826 04,1936.581892231227
1_20220826 05,2135.596522212983
1_20220826 06,2301.3500211792984
1_20220826 07,2596.9778141122306
1_20220826 08,3003.5357960545603
1_20220826 09,3356.0423842187524
1_20220826 10,3991.5365874596387
1_20220826 11,4290.816721996209
1_20220826 12,4264.226934376781
1_20220826 13,4272.219989363829
1_20220826 14,4219.817314677991
1_20220826 15,4201.337840841436
1_20220826 16,4087.215882764547
1_20220826 17,3593.81783471774
1_20220826 18,2830.560890896545
1_20220826 19,2619.7824289677446
1_20220826 20,2398.048426729773
1_20220826 21,2070.566732612815
1_20220826 22,1622.342876943183
1_20220826 23,2143.657723547511
1_20220827 00,1984.645426809569
1_20220827 01,1917.459982390112
1_20220827 02,1846.912131370839
1_20220827 03,1730.6518189523727
1_20220827 04,1789.7336006852358
1_20220827 05,1920.0646169587624
1_20220827 06,2138.7034590971143
1_20220827 07,2358.620524544485
1_20220827 08,2579.294572797088
1_20220827 09,2911.636073284185
1_20220827 10,3389.3231768490696
1_20220827 11,3497.412210088878
1_20220827 12,3523.0428850054586
1_20220827 13,3521.6680589054527
1_20220827 14,3512.052620439745
1_20220827 15,3473.347627622318
1_20220827 16,3365.370452366628
1_20220827 17,3194.339550277093
1_20220827 18,2696.358831431946
1_20220827 19,2522.5192426682956
1_20220827 20,2378.3601189616584
1_20220827 21,2054.140149550385
1_20220827 22,1581.0539600733603
1_20220827 23,2016.4889265012166
1_20220828 00,1869.753745791454
1_20220828 01,1817.3861653583172
1_20220828 02,1715.430798165214
1_20220828 03,1670.914066113605
1_20220828 04,1667.8441472356337
1_20220828 05,1710.8838233695908
1_20220828 06,1850.6591799179703
1_20220828 07,1912.848354229938
1_20220828 08,2143.7504849901084
1_20220828 09,2463.217696668514
1_20220828 10,2878.589101754882
1_20220828 11,3011.1097996849676
1_20220828 12,3022.353171964159
1_20220828 13,3052.5702916766277
1_20220828 14,3024.7803909239547
1_20220828 15,2994.2104302932717
1_20220828 16,2985.504717492938
1_20220828 17,2905.9393794327825
1_20220828 18,2610.666846248328
1_20220828 19,2394.297235068651
1_20220828 20,2288.217484620604
1_20220828 21,1952.690779669089
1_20220828 22,1586.2669112942192
1_20220828 23,2046.3461399794564
1_20220829 00,2172.9082668417554
1_20220829 01,2104.8147894820477
1_20220829 02,1994.8443069745201
1_20220829 03,1928.5848828484998
1_20220829 04,1987.765123472871
1_20220829 05,2131.9227046412966
1_20220829 06,2290.5936994085446
1_20220829 07,2535.211913284868
1_20220829 08,2830.683194608494
1_20220829 09,3165.7543584993073
1_20220829 10,3685.764834101429
1_20220829 11,3903.846868146855
1_20220829 12,3906.5503173450024
1_20220829 13,3939.761679410114
1_20220829 14,3877.0679664239547
1_20220829 15,3779.3683242307484
1_20220829 16,3686.4915973684456
1_20220829 17,3254.792175481473
1_20220829 18,2750.887399448768
1_20220829 19,2528.622471314782
1_20220829 20,2404.962881303743
1_20220829 21,2091.2329120744284
1_20220829 22,1713.0772394701867
1_20220829 23,2156.2909159048922
1_20220830 00,2209.7552118273334
1_20220830 01,2119.434716409823
1_20220830 02,1968.4566218109776
1_20220830 03,1743.8464687089665
1_20220830 04,1809.2619412012136
1_20220830 05,1948.7882125886435
1_20220830 06,2134.517558399341
1_20220830 07,2508.4580475047223
1_20220830 08,2932.862435944738
1_20220830 09,3211.6737181028734
1_20220830 10,3816.4944275414905
1_20220830 11,4027.223160200043
1_20220830 12,4012.2689118231247
1_20220830 13,4027.491671549502
1_20220830 14,3997.755324884795
1_20220830 15,3918.576720666183
1_20220830 16,3763.76931250435
1_20220830 17,3425.2007937263975
1_20220830 18,2717.8385338047947
1_20220830 19,2643.1735031389944
1_20220830 20,2506.24973622659
1_20220830 21,2072.1471551816153
1_20220830 22,1732.645499156165
1_20220830 23,2173.7899904538303
1_20220831 00,2196.623652112777
1_20220831 01,2179.0379383428385
1_20220831 02,2020.8462546376422
1_20220831 03,1948.4420797512487
1_20220831 04,1945.7732477017266
1_20220831 05,2053.775568852116
1_20220831 06,2184.984352706384
1_20220831 07,2446.1456092286235
1_20220831 08,2902.131068304568
1_20220831 09,3243.2833002558705
1_20220831 10,3819.247682386378
1_20220831 11,4044.8694763968783
1_20220831 12,4098.600286113986
1_20220831 13,4119.668103167012
1_20220831 14,4079.9806544341945
1_20220831 15,3941.325767236535
1_20220831 16,3854.0606247235173
1_20220831 17,3489.4435119812574
1_20220831 18,2728.029768171001
1_20220831 19,2585.8276989620376
1_20220831 20,2459.432872267697
1_20220831 21,2078.6823230512628
1_20220831 22,1668.7605497668533
1_20220831 23,2087.4964971914083
2_20220825 00,1303.9800601767897
2_20220825 01,1298.0920888810601
2_20220825 02,1291.6297056047752
2_20220825 03,1275.1304878745675
2_20220825 04,1264.0497732561357
2_20220825 05,1256.9385148477604
2_20220825 06,1278.8947685320568
2_20220825 07,1231.2335573552748
2_20220825 08,1858.502863429666
2_20220825 09,2109.447495157706
2_20220825 10,2319.761828781629
2_20220825 11,2287.7279676232124
2_20220825 12,2341.9703357086923
2_20220825 13,2333.1084724310217
2_20220825 14,2292.656534987945
2_20220825 15,2043.521907826275
